isin,name,fee,geography,strategy,risk,5y_sharpe
31668,Simulated Security 31668,0.003,United States,Value,High,-2.668347542
31669,Simulated Security 31669,0.006,Canada,Growth,High,-2.423348879
31670,Simulated Security 31670,0.018,United States,Growth,High,-2.471698413
31671,Simulated Security 31671,0.007,United States,Income,Medium,-1.249262429
31672,Simulated Security 31672,0.002,United States,Balanced,Medium,0.546507606
31673,Simulated Security 31673,0.002,Canada,Balanced,Low,0.383626603
31674,Simulated Security 31674,0.003,Canada,Income,High,3.778684037
31675,Simulated Security 31675,0.008,United States,Growth,Medium,4.985221979
31676,Simulated Security 31676,0.016,United States,Balanced,High,-0.945125221
31677,Simulated Security 31677,0.013,Canada,Income,High,-2.001898465
31678,Simulated Security 31678,0.002,United States,Income,Low,6.77271425
31679,Simulated Security 31679,0.008,United States,Balanced,Low,1.06149232
31680,Simulated Security 31680,0.003,Canada,Value,Low,0.592666173
31681,Simulated Security 31681,0.003,Canada,Balanced,Medium,1.42672741
31682,Simulated Security 31682,0.016,Canada,Value,Low,5.017623258
31683,Simulated Security 31683,0.014,Canada,Growth,Low,-1.924163299
31684,Simulated Security 31684,0.015,United States,Growth,Low,-3.144666766
31685,Simulated Security 31685,0.019,United States,Growth,Low,14.23625983
31686,Simulated Security 31686,0.014,United States,Balanced,High,-0.348575439
31687,Simulated Security 31687,0.013,Canada,Income,Medium,3.509742692
31688,Simulated Security 31688,0.016,United States,Balanced,Low,-2.750567981
31689,Simulated Security 31689,0.01,Canada,Balanced,High,-1.907174636
31690,Simulated Security 31690,0.004,Canada,Income,Low,3.210043316
31691,Simulated Security 31691,0.016,United States,Balanced,Low,7.705952669
31692,Simulated Security 31692,0.014,Canada,Growth,High,-0.08727209
31693,Simulated Security 31693,0.018,United States,Income,Medium,4.379240178
31694,Simulated Security 31694,0.011,United States,Value,Medium,-2.329125966
31695,Simulated Security 31695,0.012,Canada,Value,High,4.124069707
31696,Simulated Security 31696,0.003,Canada,Income,Medium,-4.860591795
31697,Simulated Security 31697,0.006,United States,Balanced,Medium,1.076900191
31698,Simulated Security 31698,0.017,Canada,Balanced,Medium,-1.525558754
31699,Simulated Security 31699,0.003,Canada,Value,Medium,-1.155410111
31700,Simulated Security 31700,0.009,Canada,Value,High,4.962368851
31701,Simulated Security 31701,0.01,Canada,Income,Low,-1.744932137
31702,Simulated Security 31702,0.007,United States,Balanced,High,-1.545345435
31703,Simulated Security 31703,0.02,Canada,Income,Medium,4.920453641
31704,Simulated Security 31704,0.003,United States,Value,Medium,7.127870635
31705,Simulated Security 31705,0.011,Canada,Balanced,Medium,-3.389449449
31706,Simulated Security 31706,0.004,Canada,Balanced,Low,5.065882391
31707,Simulated Security 31707,0.007,Canada,Balanced,Medium,-3.198544122
31708,Simulated Security 31708,0.009,Canada,Value,Medium,0.72379727
31709,Simulated Security 31709,0.009,Canada,Balanced,Medium,-0.319854944
31710,Simulated Security 31710,0.013,Canada,Value,Low,-0.129238684
31711,Simulated Security 31711,0.007,Canada,Value,Medium,-1.245309956
31712,Simulated Security 31712,0.009,Canada,Balanced,Medium,6.997959195
31713,Simulated Security 31713,0.005,Canada,Balanced,High,-0.74908951
31714,Simulated Security 31714,0.012,Canada,Growth,Medium,0.809752345
31715,Simulated Security 31715,0.009,United States,Value,Low,-0.253445982
31716,Simulated Security 31716,0.008,Canada,Balanced,Medium,2.181763468
31717,Simulated Security 31717,0,Canada,Balanced,Medium,-3.453798855
31718,Simulated Security 31718,0.007,Canada,Value,Medium,3.818578118
31719,Simulated Security 31719,0.01,Canada,Value,Medium,2.406042217
31720,Simulated Security 31720,0.009,Canada,Balanced,High,3.327926828
31721,Simulated Security 31721,0.006,Canada,Growth,Medium,0.403108668
31722,Simulated Security 31722,0.019,United States,Balanced,High,-0.635722239
31723,Simulated Security 31723,0.008,Canada,Growth,High,1.815009173
31724,Simulated Security 31724,0.002,United States,Growth,High,0.511895396
31725,Simulated Security 31725,0.008,United States,Income,Low,6.527845622
31726,Simulated Security 31726,0.02,United States,Growth,Low,0.181861807
31727,Simulated Security 31727,0.016,United States,Growth,Medium,-2.468521029
31728,Simulated Security 31728,0.004,United States,Value,High,2.494364396
31729,Simulated Security 31729,0.014,Canada,Income,High,1.261636877
31730,Simulated Security 31730,0.016,United States,Growth,High,1.521015085
31731,Simulated Security 31731,0.007,United States,Growth,Medium,-0.189290979
31732,Simulated Security 31732,0.004,United States,Balanced,High,3.157764335
31733,Simulated Security 31733,0.016,Canada,Income,Low,1.282231506
31734,Simulated Security 31734,0.002,United States,Growth,High,-0.198071748
31735,Simulated Security 31735,0.009,United States,Growth,Medium,1.70067319
31736,Simulated Security 31736,0.005,United States,Balanced,Medium,5.129781627
31737,Simulated Security 31737,0.015,Canada,Value,Medium,-0.920079001
31738,Simulated Security 31738,0.017,Canada,Balanced,Medium,-0.732580996
31739,Simulated Security 31739,0.01,Canada,Value,Medium,1.724173868
31740,Simulated Security 31740,0.006,Canada,Value,High,7.564319786
31741,Simulated Security 31741,0.019,Canada,Income,High,-2.407585
31742,Simulated Security 31742,0.006,United States,Growth,High,5.50210121
31743,Simulated Security 31743,0.005,United States,Income,High,-2.378113621
31744,Simulated Security 31744,0.004,United States,Growth,Medium,-1.03742095
31745,Simulated Security 31745,0.019,United States,Value,High,-2.243192727
31746,Simulated Security 31746,0.003,Canada,Growth,Low,-0.851643642
31747,Simulated Security 31747,0.002,United States,Income,High,3.394840159
31748,Simulated Security 31748,0.006,United States,Growth,High,3.898343682
31749,Simulated Security 31749,0.019,United States,Growth,High,0.96877351
31750,Simulated Security 31750,0.017,United States,Income,Medium,2.349308693
31751,Simulated Security 31751,0.001,United States,Value,Low,0.813748337
31752,Simulated Security 31752,0.002,Canada,Balanced,Low,1.281078621
31753,Simulated Security 31753,0.005,Canada,Income,High,4.000234954
31754,Simulated Security 31754,0.007,United States,Growth,Low,0.114428795
31755,Simulated Security 31755,0.011,United States,Income,Low,4.559410865
31756,Simulated Security 31756,0.014,United States,Growth,Low,-1.368173372
31757,Simulated Security 31757,0.018,United States,Income,Medium,1.48814827
31758,Simulated Security 31758,0.012,United States,Value,Medium,0.305178815
31759,Simulated Security 31759,0.016,Canada,Balanced,Medium,-1.113594782
31760,Simulated Security 31760,0.017,Canada,Value,Low,-1.872299197
31761,Simulated Security 31761,0.018,Canada,Growth,Medium,2.023582822
31762,Simulated Security 31762,0.016,United States,Value,High,3.701425426
31763,Simulated Security 31763,0.007,Canada,Income,High,0.372736031
31764,Simulated Security 31764,0.016,United States,Income,Medium,-1.370275039
31765,Simulated Security 31765,0.017,United States,Balanced,Low,3.536103197
31766,Simulated Security 31766,0.003,Canada,Balanced,High,5.650321722
31767,Simulated Security 31767,0.004,Canada,Income,Medium,6.861741718
31768,Simulated Security 31768,0.008,United States,Value,Medium,0.404108195
31769,Simulated Security 31769,0.017,Canada,Value,Low,-1.496222536
31770,Simulated Security 31770,0.02,Canada,Income,High,3.867400952
31771,Simulated Security 31771,0.006,United States,Growth,Low,-1.250645326
31772,Simulated Security 31772,0.005,United States,Growth,High,-1.446746319
31773,Simulated Security 31773,0.012,United States,Income,High,4.376546351
31774,Simulated Security 31774,0.001,United States,Growth,Medium,1.464230848
31775,Simulated Security 31775,0.018,United States,Balanced,Medium,-1.309642028
31776,Simulated Security 31776,0.003,Canada,Balanced,Medium,4.121139539
31777,Simulated Security 31777,0.017,Canada,Value,Medium,1.036445305
31778,Simulated Security 31778,0.009,Canada,Value,Low,3.796589357
31779,Simulated Security 31779,0.017,Canada,Income,Low,-1.208416312
31780,Simulated Security 31780,0.006,United States,Value,Medium,-0.307821439
31781,Simulated Security 31781,0.006,Canada,Balanced,High,0.820544828
31782,Simulated Security 31782,0.014,Canada,Income,High,-0.530132882
31783,Simulated Security 31783,0.018,United States,Growth,Medium,-0.176025669
31784,Simulated Security 31784,0.009,United States,Value,Medium,2.305709406
31785,Simulated Security 31785,0.004,Canada,Balanced,Low,1.3567518
31786,Simulated Security 31786,0.002,Canada,Value,Low,2.471466635
31787,Simulated Security 31787,0.006,Canada,Value,High,2.336608274
31788,Simulated Security 31788,0.016,Canada,Income,High,4.635713955
31789,Simulated Security 31789,0.015,United States,Income,Medium,0.005890712
31790,Simulated Security 31790,0.01,United States,Value,Medium,2.760973957
31791,Simulated Security 31791,0.003,Canada,Balanced,Medium,3.601299628
31792,Simulated Security 31792,0.003,Canada,Balanced,Medium,0.227569842
31793,Simulated Security 31793,0.007,Canada,Value,High,2.683949965
31794,Simulated Security 31794,0.016,Canada,Income,Medium,1.518758446
31795,Simulated Security 31795,0.009,United States,Value,Low,0.13006076
31796,Simulated Security 31796,0.006,Canada,Balanced,Low,2.536340591
31797,Simulated Security 31797,0.004,Canada,Growth,High,1.862242339
31798,Simulated Security 31798,0.006,United States,Growth,Medium,2.073663132
31799,Simulated Security 31799,0.012,United States,Balanced,High,1.516966795
31800,Simulated Security 31800,0.012,Canada,Income,Medium,-2.375076791
31801,Simulated Security 31801,0.019,United States,Value,Medium,-1.593329343
31802,Simulated Security 31802,0.008,Canada,Value,Medium,4.901392525
31803,Simulated Security 31803,0.018,Canada,Value,Low,2.46837385
31804,Simulated Security 31804,0.02,Canada,Growth,Medium,1.152255909
31805,Simulated Security 31805,0.007,United States,Value,Low,-1.982177903
31806,Simulated Security 31806,0.018,Canada,Growth,Low,4.109893817
31807,Simulated Security 31807,0.014,United States,Growth,High,2.867031869
31808,Simulated Security 31808,0.005,United States,Growth,Medium,-1.08173022
31809,Simulated Security 31809,0.01,United States,Value,Low,-3.1941336
31810,Simulated Security 31810,0.014,Canada,Income,High,-0.514381314
31811,Simulated Security 31811,0.001,United States,Income,High,0.360193477
31812,Simulated Security 31812,0.006,United States,Income,Medium,1.900457712
31813,Simulated Security 31813,0.014,United States,Balanced,High,-0.464961401
31814,Simulated Security 31814,0.003,Canada,Growth,High,-1.767439483
31815,Simulated Security 31815,0.004,United States,Income,Low,5.320529347
31816,Simulated Security 31816,0.015,United States,Value,Medium,-0.487319326
31817,Simulated Security 31817,0.019,Canada,Value,Medium,-0.193377468
31818,Simulated Security 31818,0.005,Canada,Balanced,Low,7.925266503
31819,Simulated Security 31819,0.011,Canada,Growth,Medium,1.329058061
31820,Simulated Security 31820,0.006,United States,Balanced,Medium,2.553723495
31821,Simulated Security 31821,0.018,Canada,Balanced,Medium,-0.038872698
31822,Simulated Security 31822,0.014,Canada,Balanced,High,5.342359893
31823,Simulated Security 31823,0.008,Canada,Growth,Low,0.955728397
31824,Simulated Security 31824,0.008,United States,Growth,Low,9.629773956
31825,Simulated Security 31825,0.009,United States,Value,High,2.44082797
31826,Simulated Security 31826,0.002,Canada,Growth,Medium,0.286647916
31827,Simulated Security 31827,0.014,United States,Balanced,High,9.898931262
31828,Simulated Security 31828,0.017,Canada,Income,Medium,0.163047006
31829,Simulated Security 31829,0.02,United States,Value,Low,-2.153355593
31830,Simulated Security 31830,0.008,Canada,Income,Low,5.439775877
31831,Simulated Security 31831,0.005,United States,Income,Low,1.856151014
31832,Simulated Security 31832,0.006,United States,Income,High,4.641852036
31833,Simulated Security 31833,0.014,United States,Growth,Low,-1.388964118
31834,Simulated Security 31834,0.016,United States,Income,Low,1.73380422
31835,Simulated Security 31835,0.013,United States,Income,Medium,2.767775496
31836,Simulated Security 31836,0,United States,Value,Low,-1.909520672
31837,Simulated Security 31837,0.019,Canada,Value,Low,1.72558775
31838,Simulated Security 31838,0.013,Canada,Balanced,High,-1.976501373
31839,Simulated Security 31839,0.005,Canada,Income,Medium,1.194834368
31840,Simulated Security 31840,0.011,United States,Value,Medium,-3.262361584
31841,Simulated Security 31841,0.015,Canada,Value,Medium,0.201166691
31842,Simulated Security 31842,0.004,Canada,Value,Low,3.112983727
31843,Simulated Security 31843,0.005,Canada,Growth,Medium,5.843719105
31844,Simulated Security 31844,0.007,United States,Value,High,1.970909721
31845,Simulated Security 31845,0.006,Canada,Income,Low,-2.513183175
31846,Simulated Security 31846,0.019,United States,Growth,High,1.687568388
31847,Simulated Security 31847,0.019,United States,Growth,High,1.484100194
31848,Simulated Security 31848,0.018,United States,Income,Medium,-0.35385013
31849,Simulated Security 31849,0.012,United States,Value,Low,-0.396563534
31850,Simulated Security 31850,0.001,Canada,Income,High,3.26387276
31851,Simulated Security 31851,0.004,United States,Income,Low,-1.243781638
31852,Simulated Security 31852,0.005,United States,Value,Medium,5.53028338
31853,Simulated Security 31853,0.013,Canada,Balanced,High,-0.464440134
31854,Simulated Security 31854,0.004,Canada,Income,Low,-1.658550468
31855,Simulated Security 31855,0.014,United States,Balanced,Medium,-2.162093105
31856,Simulated Security 31856,0.009,Canada,Balanced,Low,0.503863598
31857,Simulated Security 31857,0.017,Canada,Value,Medium,-0.449142855
31858,Simulated Security 31858,0.016,Canada,Value,Low,0.167113957
31859,Simulated Security 31859,0.009,Canada,Value,Low,-1.622155428
31860,Simulated Security 31860,0.013,Canada,Growth,Low,5.405820102
31861,Simulated Security 31861,0.017,United States,Balanced,Medium,-1.067534366
31862,Simulated Security 31862,0.011,Canada,Value,High,2.276299651
31863,Simulated Security 31863,0.014,Canada,Growth,High,-1.991442039
31864,Simulated Security 31864,0.012,United States,Income,Low,-1.163531919
31865,Simulated Security 31865,0.006,United States,Growth,Medium,3.153513119
31866,Simulated Security 31866,0.002,United States,Balanced,Low,-1.907937965
31867,Simulated Security 31867,0.005,Canada,Growth,Low,-0.009652711
31868,Simulated Security 31868,0.018,United States,Balanced,Medium,-2.132985048
31869,Simulated Security 31869,0.01,Canada,Value,Medium,2.89963549
31870,Simulated Security 31870,0.014,Canada,Value,Low,-1.121039994
31871,Simulated Security 31871,0.01,Canada,Balanced,Medium,2.427188957
31872,Simulated Security 31872,0.006,Canada,Value,Low,-0.237452143
31873,Simulated Security 31873,0.007,Canada,Value,Medium,4.086645408
31874,Simulated Security 31874,0.013,Canada,Balanced,Low,10.49318539
31875,Simulated Security 31875,0.016,Canada,Value,Medium,7.14780919
31876,Simulated Security 31876,0.011,Canada,Value,Low,0.450102917
